id,user_id,date,time_of_day,age,device_type,subscription_tier,experience_level,is_weekend,time_spent_minutes,tasks_attempted,tasks_completed,avg_time_per_task_seconds,focus_score,interruption_count,battery_level,network_quality,screen_brightness,notification_count,goal_completed,completion_rate,age_group,day_of_week,tasks_per_minute,completion_ratio,day_of_month,month,year,rolling_mean_time_spent,completed
4608,133,2024-09-10,0,50,1,1,2,0,23.0,6,4,243.0,70.0,1.0,54.0,4,66,1,0,0.6666666666666666,41-50,1,0.2608695652173913,0.6666666666666666,10,9,2024,25.642857142857142,0
5398,155,2024-09-10,0,30,0,0,1,0,5.0,1,1,296.0,52.0,0.0,40.0,4,55,4,1,1.0,21-30,1,0.2,1.0,10,9,2024,17.914285714285715,1
10621,313,2024-09-10,0,45,1,1,2,0,12.4,1,0,0.0,39.0,3.0,43.0,3,80,0,1,0.0,41-50,1,0.08064516129032258,0.0,10,9,2024,12.4,0
566,18,2024-09-10,1,50,1,1,0,0,9.9,2,0,0.0,26.0,2.0,74.0,2,63,1,1,0.0,41-50,1,0.20202020202020202,0.0,10,9,2024,14.057142857142859,0
9023,261,2024-09-10,1,40,2,1,2,0,9.6,1,1,300.0,47.0,2.0,31.0,5,58,3,0,1.0,31-40,1,0.10416666666666667,1.0,10,9,2024,17.9,1
5445,156,2024-09-10,0,20,2,2,0,0,31.8,3,1,300.0,15.0,1.0,54.0,3,85,6,1,0.3333333333333333,0-20,1,0.09433962264150943,0.3333333333333333,10,9,2024,18.542857142857144,0
5446,156,2024-09-10,1,20,2,2,0,0,16.8,5,1,188.0,32.0,2.0,56.0,5,76,6,0,0.2,0-20,1,0.2976190476190476,0.2,10,9,2024,19.928571428571427,0
5447,156,2024-09-10,2,20,2,2,0,0,14.7,5,2,169.0,28.0,0.0,84.0,2,88,6,0,0.4,0-20,1,0.3401360544217687,0.4,10,9,2024,19.428571428571427,0
8360,241,2024-09-10,1,25,0,2,2,0,18.9,3,0,0.0,24.0,3.0,80.0,5,49,7,0,0.0,21-30,1,0.15873015873015875,0.0,10,9,2024,14.75,0
9841,287,2024-09-10,2,50,0,2,2,0,20.5,4,2,300.0,68.0,1.0,33.0,3,90,5,1,0.5,41-50,1,0.1951219512195122,0.5,10,9,2024,18.7,0
3859,111,2024-09-10,0,45,0,0,1,0,23.9,3,1,300.0,64.0,0.0,37.0,5,93,1,1,0.3333333333333333,41-50,1,0.12552301255230125,0.3333333333333333,10,9,2024,15.7,0
10920,321,2024-09-10,1,50,2,2,1,0,11.7,4,2,194.0,100.0,0.0,35.0,4,82,2,0,0.5,41-50,1,0.3418803418803419,0.5,10,9,2024,13.742857142857142,0
10919,321,2024-09-10,0,50,2,2,1,0,26.2,3,3,300.0,73.0,0.0,27.0,3,100,0,1,1.0,41-50,1,0.11450381679389313,1.0,10,9,2024,15.085714285714285,1
9840,287,2024-09-10,0,50,0,2,2,0,11.3,4,0,0.0,58.0,1.0,89.0,4,80,1,0,0.0,41-50,1,0.35398230088495575,0.0,10,9,2024,18.742857142857144,0
2702,77,2024-09-10,2,50,2,1,2,0,5.0,6,5,44.0,71.0,0.0,46.0,3,57,1,1,0.8333333333333334,41-50,1,1.2,0.8333333333333334,10,9,2024,14.171428571428573,0
2701,77,2024-09-10,0,50,2,1,2,0,24.7,5,4,295.0,100.0,1.0,72.0,5,95,0,1,0.8,41-50,1,0.20242914979757085,0.8,10,9,2024,15.185714285714285,0
8386,242,2024-09-10,2,25,2,2,1,0,21.7,3,0,0.0,42.0,3.0,53.0,4,63,2,0,0.0,21-30,1,0.1382488479262673,0.0,10,9,2024,20.942857142857147,0
5208,150,2024-09-10,2,50,1,2,0,0,12.3,3,2,233.0,21.0,3.0,55.0,5,44,7,0,0.6666666666666666,41-50,1,0.24390243902439024,0.6666666666666666,10,9,2024,14.257142857142856,0
164,7,2024-09-10,2,35,1,2,1,0,15.2,2,2,300.0,66.0,0.0,59.0,5,90,1,0,1.0,31-40,1,0.13157894736842105,1.0,10,9,2024,14.442857142857141,1
4609,133,2024-09-10,1,50,1,1,2,0,27.2,4,3,300.0,63.0,0.0,90.0,4,91,1,1,0.75,41-50,1,0.14705882352941177,0.75,10,9,2024,26.142857142857142,0
662,21,2024-09-10,1,50,1,2,2,0,9.8,4,4,177.0,71.0,0.0,53.0,3,54,3,0,1.0,41-50,1,0.4081632653061224,1.0,10,9,2024,17.3,1
9916,290,2024-09-10,0,40,1,1,2,0,9.6,3,1,206.0,56.0,3.0,62.0,5,56,4,0,0.3333333333333333,31-40,1,0.3125,0.3333333333333333,10,9,2024,20.285714285714285,0
2411,70,2024-09-10,1,50,0,1,1,0,30.3,3,0,0.0,55.0,0.0,82.0,3,65,1,1,0.0,41-50,1,0.099009900990099,0.0,10,9,2024,28.67142857142857,0
3959,115,2024-09-10,1,45,2,1,1,0,11.2,4,1,200.0,52.0,1.0,20.0,4,40,7,0,0.25,41-50,1,0.35714285714285715,0.25,10,9,2024,16.77142857142857,0
1430,44,2024-09-10,2,40,0,2,1,0,5.2,1,0,0.0,59.0,1.0,46.0,5,78,2,1,0.0,31-40,1,0.1923076923076923,0.0,10,9,2024,12.085714285714285,0
1429,44,2024-09-10,1,40,0,2,1,0,5.0,2,2,113.0,57.0,1.0,73.0,3,79,2,0,1.0,31-40,1,0.4,1.0,10,9,2024,8.714285714285715,1
9049,262,2024-09-10,2,45,1,1,1,0,8.9,5,1,93.0,59.0,3.0,90.0,3,70,4,1,0.2,41-50,1,0.5617977528089887,0.2,10,9,2024,20.1,0
2727,78,2024-09-10,2,45,1,2,2,0,23.2,1,0,0.0,60.0,1.0,49.0,5,59,1,0,0.0,41-50,1,0.04310344827586207,0.0,10,9,2024,15.471428571428573,0
3958,115,2024-09-10,0,45,2,1,1,0,21.7,1,0,0.0,33.0,4.0,63.0,5,38,5,0,0.0,41-50,1,0.04608294930875576,0.0,10,9,2024,17.242857142857144,0
4709,136,2024-09-10,2,55,2,1,0,0,35.8,3,1,300.0,57.0,2.0,35.0,3,47,0,0,0.3333333333333333,51-60,1,0.08379888268156425,0.3333333333333333,10,9,2024,23.342857142857145,0
4708,136,2024-09-10,1,55,2,1,0,0,28.2,6,1,300.0,25.0,1.0,22.0,3,60,3,1,0.1666666666666666,51-60,1,0.2127659574468085,0.16666666666666666,10,9,2024,24.77142857142857,0
4159,121,2024-09-10,0,35,2,2,0,0,20.2,1,1,300.0,65.0,0.0,60.0,3,38,1,0,1.0,31-40,1,0.04950495049504951,1.0,10,9,2024,16.25714285714286,1
1293,40,2024-09-10,2,20,0,1,0,0,14.2,1,1,300.0,68.0,3.0,45.0,4,69,0,1,1.0,0-20,1,0.07042253521126761,1.0,10,9,2024,9.9,1
4707,136,2024-09-10,0,55,2,1,0,0,24.3,8,4,206.0,63.0,1.0,59.0,5,92,2,1,0.5,51-60,1,0.3292181069958848,0.5,10,9,2024,24.357142857142858,0
1119,35,2024-09-10,2,60,2,0,1,0,16.5,1,0,0.0,70.0,0.0,34.0,5,90,0,0,0.0,51-60,1,0.06060606060606061,0.0,10,9,2024,15.271428571428572,0
1292,40,2024-09-10,0,20,0,1,0,0,6.6,2,2,195.0,83.0,1.0,40.0,3,52,2,0,1.0,0-20,1,0.30303030303030304,1.0,10,9,2024,10.12857142857143,1
11235,331,2024-09-10,1,60,2,2,2,0,32.6,8,3,228.0,13.0,0.0,85.0,3,52,2,0,0.375,51-60,1,0.24539877300613497,0.375,10,9,2024,28.785714285714285,0
11234,331,2024-09-10,0,60,2,2,2,0,8.7,2,1,246.0,16.0,2.0,74.0,5,88,2,0,0.5,51-60,1,0.2298850574712644,0.5,10,9,2024,26.671428571428574,0
9917,290,2024-09-10,2,40,1,1,2,0,24.5,1,0,0.0,72.0,0.0,46.0,4,100,3,0,0.0,31-40,1,0.04081632653061224,0.0,10,9,2024,20.37142857142857,0
8758,254,2024-09-10,0,35,2,0,0,0,15.7,5,4,187.0,81.0,0.0,54.0,3,64,4,1,0.8,31-40,1,0.3184713375796179,0.8,10,9,2024,18.9,0
9172,265,2024-09-10,0,60,1,2,1,0,5.0,1,0,0.0,51.0,3.0,56.0,5,83,4,0,0.0,51-60,1,0.2,0.0,10,9,2024,10.742857142857144,0
9173,265,2024-09-10,1,60,1,2,1,0,21.9,2,2,300.0,95.0,0.0,59.0,3,97,2,0,1.0,51-60,1,0.09132420091324202,1.0,10,9,2024,12.957142857142856,1
9174,265,2024-09-10,2,60,1,2,1,0,5.0,2,1,139.0,54.0,3.0,45.0,5,75,3,1,0.5,51-60,1,0.4,0.5,10,9,2024,12.171428571428569,0
4648,134,2024-09-10,2,50,2,0,2,0,7.9,5,4,126.0,100.0,1.0,27.0,5,57,0,1,0.8,41-50,1,0.6329113924050632,0.8,10,9,2024,15.214285714285714,0
5242,151,2024-09-10,2,20,2,1,2,0,29.2,2,0,0.0,60.0,0.0,78.0,5,49,2,1,0.0,0-20,1,0.0684931506849315,0.0,10,9,2024,18.514285714285712,0
4647,134,2024-09-10,1,50,2,0,2,0,14.6,5,4,157.0,79.0,0.0,59.0,5,85,4,0,0.8,41-50,1,0.3424657534246575,0.8,10,9,2024,14.62857142857143,0
2797,80,2024-09-10,2,60,1,1,1,0,15.6,3,2,297.0,64.0,1.0,41.0,5,58,0,1,0.6666666666666666,51-60,1,0.19230769230769232,0.6666666666666666,10,9,2024,13.057142857142859,0
8456,245,2024-09-10,2,55,1,1,2,0,20.6,1,0,0.0,63.0,2.0,26.0,4,85,5,1,0.0,51-60,1,0.04854368932038835,0.0,10,9,2024,17.75714285714286,0
8799,255,2024-09-10,0,55,1,2,2,0,15.2,3,1,268.0,21.0,2.0,73.0,4,72,5,0,0.3333333333333333,51-60,1,0.19736842105263158,0.3333333333333333,10,9,2024,12.471428571428572,0
8800,255,2024-09-10,2,55,1,2,2,0,32.2,1,1,300.0,37.0,2.0,87.0,4,92,6,0,1.0,51-60,1,0.03105590062111801,1.0,10,9,2024,15.542857142857143,1
1428,44,2024-09-10,0,40,0,2,1,0,27.8,1,1,300.0,46.0,1.0,70.0,3,64,5,1,1.0,31-40,1,0.03597122302158273,1.0,10,9,2024,11.0,1
5713,163,2024-09-10,1,45,0,1,2,0,7.9,2,1,276.0,85.0,0.0,36.0,4,67,4,0,0.5,41-50,1,0.2531645569620253,0.5,10,9,2024,15.842857142857142,0
5884,168,2024-09-10,0,35,2,0,2,0,18.1,4,4,246.0,74.0,0.0,34.0,4,62,2,0,1.0,31-40,1,0.22099447513812154,1.0,10,9,2024,26.342857142857145,1
1023,32,2024-09-10,2,35,1,0,0,0,13.7,2,1,300.0,59.0,1.0,60.0,3,68,1,1,0.5,31-40,1,0.14598540145985403,0.5,10,9,2024,15.757142857142854,0
3201,92,2024-09-10,0,60,0,1,0,0,11.2,2,1,300.0,30.0,4.0,80.0,3,94,3,0,0.5,51-60,1,0.17857142857142858,0.5,10,9,2024,13.928571428571429,0
7016,203,2024-09-10,2,30,0,2,2,0,32.2,3,2,300.0,27.0,1.0,30.0,3,54,2,0,0.6666666666666666,21-30,1,0.09316770186335403,0.6666666666666666,10,9,2024,18.014285714285716,0
11795,347,2024-09-10,2,45,1,1,2,0,5.0,1,1,296.0,81.0,2.0,60.0,3,100,1,0,1.0,41-50,1,0.2,1.0,10,9,2024,5.816666666666666,1
11794,347,2024-09-10,0,45,1,1,2,0,5.0,1,1,300.0,67.0,2.0,78.0,3,71,1,0,1.0,41-50,1,0.2,1.0,10,9,2024,5.7,1
1646,50,2024-09-10,0,35,2,0,2,0,10.5,4,2,95.0,51.0,0.0,68.0,5,84,3,1,0.5,31-40,1,0.38095238095238093,0.5,10,9,2024,14.642857142857142,0
11100,328,2024-09-10,2,60,0,2,2,0,5.0,4,2,78.0,78.0,6.0,47.0,4,92,2,1,0.5,51-60,1,0.8,0.5,10,9,2024,15.571428571428571,0
6376,182,2024-09-10,0,40,1,1,0,0,15.3,2,1,300.0,64.0,1.0,57.0,3,48,6,1,0.5,31-40,1,0.13071895424836602,0.5,10,9,2024,19.328571428571426,0
7909,227,2024-09-10,2,45,0,1,2,0,5.0,3,2,78.0,22.0,2.0,34.0,3,72,2,0,0.6666666666666666,41-50,1,0.6,0.6666666666666666,10,9,2024,18.4,0
6328,180,2024-09-10,2,60,2,0,0,0,20.9,2,0,0.0,34.0,1.0,29.0,3,58,2,1,0.0,51-60,1,0.09569377990430622,0.0,10,9,2024,17.485714285714284,0
6327,180,2024-09-10,0,60,2,0,0,0,18.0,1,0,0.0,23.0,2.0,76.0,5,83,1,1,0.0,51-60,1,0.05555555555555555,0.0,10,9,2024,16.814285714285713,0
3495,99,2024-09-10,1,50,0,2,1,0,15.0,3,1,269.0,75.0,2.0,42.0,4,42,1,1,0.3333333333333333,41-50,1,0.2,0.3333333333333333,10,9,2024,15.4,0
3496,99,2024-09-10,2,50,0,2,1,0,14.2,4,2,218.0,62.0,1.0,72.0,4,99,2,0,0.5,41-50,1,0.28169014084507044,0.5,10,9,2024,16.442857142857143,0
2093,62,2024-09-10,1,35,1,0,1,0,32.1,1,0,0.0,72.0,1.0,65.0,4,55,1,0,0.0,31-40,1,0.03115264797507788,0.0,10,9,2024,19.32857142857143,0
877,28,2024-09-10,2,20,2,2,2,0,12.3,1,0,0.0,45.0,3.0,91.0,3,79,3,0,0.0,0-20,1,0.08130081300813008,0.0,10,9,2024,17.5,0
9426,275,2024-09-10,2,35,0,2,1,0,22.1,3,2,300.0,92.0,3.0,41.0,5,68,1,1,0.6666666666666666,31-40,1,0.13574660633484162,0.6666666666666666,10,9,2024,15.214285714285714,0
6377,182,2024-09-10,1,40,1,1,0,0,8.7,5,3,89.0,63.0,1.0,64.0,4,46,2,1,0.6,31-40,1,0.574712643678161,0.6,10,9,2024,16.87142857142857,0
6378,182,2024-09-10,2,40,1,1,0,0,5.0,7,5,106.0,46.0,1.0,48.0,4,69,4,0,0.7142857142857143,31-40,1,1.4,0.7142857142857143,10,9,2024,15.228571428571428,0
7015,203,2024-09-10,1,30,0,2,2,0,25.1,3,1,300.0,88.0,1.0,49.0,5,51,1,0,0.3333333333333333,21-30,1,0.1195219123505976,0.3333333333333333,10,9,2024,18.157142857142855,0
7842,225,2024-09-10,2,60,2,0,1,0,19.8,4,1,275.0,34.0,1.0,61.0,4,80,3,0,0.25,51-60,1,0.20202020202020202,0.25,10,9,2024,19.02857142857143,0
268,9,2024-09-10,1,45,2,2,2,0,18.8,4,1,230.0,58.0,1.0,47.0,3,88,0,0,0.25,41-50,1,0.2127659574468085,0.25,10,9,2024,11.814285714285715,0
2929,83,2024-09-10,0,20,2,0,2,0,20.0,4,1,300.0,34.0,2.0,79.0,4,31,4,0,0.25,0-20,1,0.2,0.25,10,9,2024,19.771428571428572,0
3448,98,2024-09-10,0,30,1,0,1,0,22.7,2,1,300.0,30.0,1.0,48.0,5,75,1,0,0.5,21-30,1,0.0881057268722467,0.5,10,9,2024,22.185714285714287,0
3449,98,2024-09-10,2,30,1,0,1,0,16.5,4,1,258.0,60.0,1.0,73.0,5,56,4,1,0.25,21-30,1,0.24242424242424243,0.25,10,9,2024,21.685714285714287,0
6963,201,2024-09-10,0,45,1,1,2,0,19.5,7,4,142.0,56.0,1.0,67.0,4,96,2,0,0.5714285714285714,41-50,1,0.358974358974359,0.5714285714285714,10,9,2024,21.357142857142858,0
6416,183,2024-09-10,2,35,1,2,2,0,25.6,3,0,0.0,69.0,1.0,86.0,4,59,2,1,0.0,31-40,1,0.1171875,0.0,10,9,2024,25.642857142857142,0
6415,183,2024-09-10,1,35,1,2,2,0,14.7,8,5,76.0,53.0,1.0,91.0,4,48,0,0,0.625,31-40,1,0.54421768707483,0.625,10,9,2024,25.714285714285715,0
6414,183,2024-09-10,0,35,1,2,2,0,47.1,4,3,300.0,58.0,0.0,61.0,4,66,0,1,0.75,31-40,1,0.08492569002123142,0.75,10,9,2024,30.857142857142858,0
7876,226,2024-09-10,0,55,2,1,1,0,7.9,2,0,0.0,69.0,0.0,50.0,4,80,4,1,0.0,51-60,1,0.2531645569620253,0.0,10,9,2024,8.414285714285715,0
6964,201,2024-09-10,1,45,1,1,2,0,27.4,4,3,300.0,82.0,1.0,94.0,4,54,4,1,0.75,41-50,1,0.14598540145985403,0.75,10,9,2024,22.11428571428571,0
6965,201,2024-09-10,2,45,1,1,2,0,5.0,4,3,76.0,27.0,2.0,68.0,2,44,1,1,0.75,41-50,1,0.8,0.75,10,9,2024,20.885714285714283,0
269,9,2024-09-10,2,45,2,2,2,0,25.4,4,2,300.0,49.0,0.0,56.0,4,75,2,1,0.5,41-50,1,0.15748031496062992,0.5,10,9,2024,13.557142857142855,0
6997,202,2024-09-10,0,40,2,1,2,0,11.0,1,0,0.0,23.0,4.0,31.0,5,82,4,1,0.0,31-40,1,0.09090909090909091,0.0,10,9,2024,15.866666666666667,0
7014,203,2024-09-10,0,30,0,2,2,0,15.4,4,2,294.0,40.0,1.0,91.0,4,100,1,0,0.5,21-30,1,0.2597402597402597,0.5,10,9,2024,18.642857142857142,0
10414,304,2024-09-10,0,45,0,1,0,0,8.6,4,3,185.0,53.0,3.0,80.0,4,20,5,1,0.75,41-50,1,0.46511627906976744,0.75,10,9,2024,10.483333333333334,0
1080,34,2024-09-10,1,50,1,0,2,0,38.9,6,2,300.0,33.0,2.0,44.0,4,55,5,0,0.3333333333333333,41-50,1,0.15424164524421594,0.3333333333333333,10,9,2024,20.67142857142857,0
1081,34,2024-09-10,2,50,1,0,2,0,28.1,5,3,300.0,61.0,5.0,86.0,5,75,3,0,0.6,41-50,1,0.1779359430604982,0.6,10,9,2024,21.985714285714284,0
11604,341,2024-09-10,2,40,1,1,0,0,8.8,4,2,168.0,41.0,0.0,49.0,4,53,2,0,0.5,31-40,1,0.45454545454545453,0.5,10,9,2024,17.9,0
7059,204,2024-09-10,0,20,0,2,1,0,9.1,3,0,0.0,54.0,1.0,77.0,5,62,4,0,0.0,0-20,1,0.32967032967032966,0.0,10,9,2024,15.771428571428572,0
10020,292,2024-09-10,1,35,0,0,1,0,25.3,3,0,0.0,19.0,4.0,90.0,5,75,4,0,0.0,31-40,1,0.11857707509881422,0.0,10,9,2024,23.385714285714283,0
9371,272,2024-09-10,0,25,1,2,1,0,21.6,4,2,300.0,82.0,0.0,38.0,5,51,1,0,0.5,21-30,1,0.18518518518518517,0.5,10,9,2024,17.414285714285715,0
11602,341,2024-09-10,0,40,1,1,0,0,30.9,5,4,300.0,33.0,0.0,61.0,3,62,3,1,0.8,31-40,1,0.16181229773462785,0.8,10,9,2024,18.114285714285717,0
1227,38,2024-09-10,2,60,1,1,1,0,5.0,5,0,0.0,10.0,0.0,54.0,4,100,6,0,0.0,51-60,1,1.0,0.0,10,9,2024,12.383333333333333,0
10437,305,2024-09-10,1,40,0,1,0,0,16.6,4,2,232.0,67.0,1.0,53.0,3,100,3,1,0.5,31-40,1,0.24096385542168672,0.5,10,9,2024,12.4,0
10438,305,2024-09-10,2,40,0,1,0,0,12.8,1,1,300.0,55.0,1.0,93.0,4,100,3,1,1.0,31-40,1,0.078125,1.0,10,9,2024,12.099999999999998,1
7060,204,2024-09-10,2,20,0,2,1,0,5.6,2,2,172.0,59.0,0.0,43.0,4,46,2,1,1.0,0-20,1,0.35714285714285715,1.0,10,9,2024,14.1,1
7545,217,2024-09-10,0,35,0,2,1,0,5.0,2,0,0.0,17.0,3.0,38.0,4,76,3,0,0.0,31-40,1,0.4,0.0,10,9,2024,7.083333333333333,0
10,1,2024-09-10,1,50,2,2,0,0,16.2,5,3,231.0,72.0,0.0,26.0,3,37,2,1,0.6,41-50,1,0.308641975308642,0.6,10,9,2024,18.471428571428568,0
9582,281,2024-09-10,0,55,2,0,0,0,5.0,3,1,60.0,51.0,2.0,63.0,2,61,2,1,0.3333333333333333,51-60,1,0.6,0.3333333333333333,10,9,2024,15.285714285714286,0
6149,176,2024-09-10,2,55,0,1,0,0,28.5,3,2,300.0,28.0,5.0,42.0,5,91,6,0,0.6666666666666666,51-60,1,0.10526315789473684,0.6666666666666666,10,9,2024,17.985714285714288,0
344,11,2024-09-10,0,55,0,1,1,0,15.7,5,4,197.0,43.0,4.0,50.0,3,56,2,0,0.8,51-60,1,0.3184713375796179,0.8,10,9,2024,14.757142857142856,0
1871,56,2024-09-10,1,50,0,1,2,0,17.4,2,2,300.0,69.0,1.0,74.0,3,53,1,1,1.0,41-50,1,0.1149425287356322,1.0,10,9,2024,16.37142857142857,1
1870,56,2024-09-10,0,50,0,1,2,0,11.6,1,1,179.87433493792753,67.0,1.0,81.0,3,91,3,0,1.0,41-50,1,0.08620689655172414,1.0,10,9,2024,17.071428571428573,1
6192,177,2024-09-10,0,20,2,1,2,0,28.6,1,1,300.0,87.0,0.0,68.0,5,85,1,1,1.0,0-20,1,0.03496503496503496,1.0,10,9,2024,20.842857142857145,1
7841,225,2024-09-10,0,60,2,0,1,0,8.8,2,1,265.0,66.0,2.0,53.0,5,65,1,0,0.5,51-60,1,0.22727272727272727,0.5,10,9,2024,17.27142857142857,0
2999,85,2024-09-10,0,25,2,1,0,0,24.3,4,4,300.0,92.0,0.0,54.0,5,93,1,1,1.0,21-30,1,0.1646090534979424,1.0,10,9,2024,16.84285714285714,1
6226,178,2024-09-10,2,55,1,2,1,0,26.8,4,2,300.0,77.0,0.0,80.0,5,48,2,1,0.5,51-60,1,0.14925373134328357,0.5,10,9,2024,21.17142857142857,0
11603,341,2024-09-10,1,40,1,1,0,0,16.8,6,5,174.0,39.0,2.0,24.0,4,82,3,1,0.8333333333333334,31-40,1,0.35714285714285715,0.8333333333333334,10,9,2024,18.771428571428572,0
7561,218,2024-09-10,1,45,1,0,1,0,17.2,3,2,300.0,48.0,5.0,68.0,5,99,5,1,0.6666666666666666,41-50,1,0.1744186046511628,0.6666666666666666,10,9,2024,22.8,0
6281,179,2024-09-10,1,45,2,0,1,0,15.2,4,4,229.0,61.0,1.0,87.0,4,62,1,0,1.0,41-50,1,0.2631578947368421,1.0,10,9,2024,23.057142857142857,1
7940,228,2024-09-10,1,60,2,0,1,0,8.3,3,2,171.0,54.0,1.0,76.0,4,51,2,1,0.6666666666666666,51-60,1,0.36144578313253006,0.6666666666666666,10,9,2024,10.514285714285714,0
11514,339,2024-09-10,0,45,1,2,1,0,12.3,5,0,0.0,26.0,1.0,32.0,2,55,3,1,0.0,41-50,1,0.4065040650406504,0.0,10,9,2024,13.1,0
11515,339,2024-09-10,1,45,1,2,1,0,25.6,4,1,300.0,58.0,1.0,70.0,4,70,1,0,0.25,41-50,1,0.15625,0.25,10,9,2024,16.04285714285714,0
7967,229,2024-09-10,1,50,0,0,0,0,12.0,3,1,192.0,31.0,3.0,62.0,2,70,2,1,0.3333333333333333,41-50,1,0.25,0.3333333333333333,10,9,2024,18.685714285714287,0
7968,229,2024-09-10,2,50,0,0,0,0,29.0,3,2,300.0,35.0,1.0,82.0,4,100,3,1,0.6666666666666666,41-50,1,0.10344827586206896,0.6666666666666666,10,9,2024,21.342857142857145,0
3528,101,2024-09-10,0,30,1,1,0,0,7.0,2,1,233.0,34.0,2.0,89.0,4,66,1,0,0.5,21-30,1,0.2857142857142857,0.5,10,9,2024,17.7,0
3529,101,2024-09-10,1,30,1,1,0,0,16.4,2,1,300.0,69.0,1.0,49.0,3,100,1,1,0.5,21-30,1,0.12195121951219513,0.5,10,9,2024,16.642857142857142,0
10243,299,2024-09-10,1,30,0,2,0,0,11.3,2,1,299.0,45.0,0.0,71.0,4,44,6,0,0.5,21-30,1,0.17699115044247787,0.5,10,9,2024,10.642857142857142,0
11449,337,2024-09-10,1,35,1,0,0,0,5.0,3,2,90.0,51.0,4.0,92.0,4,70,5,1,0.6666666666666666,31-40,1,0.6,0.6666666666666666,10,9,2024,6.05,0
1197,37,2024-09-10,1,55,0,1,0,0,25.6,5,5,300.0,100.0,0.0,35.0,3,87,4,1,1.0,51-60,1,0.1953125,1.0,10,9,2024,17.942857142857143,1
1759,53,2024-09-10,0,40,2,1,1,0,29.1,3,1,300.0,39.0,2.0,27.0,4,67,4,1,0.3333333333333333,31-40,1,0.10309278350515463,0.3333333333333333,10,9,2024,13.571428571428571,0
1760,53,2024-09-10,1,40,2,1,1,0,15.3,2,1,300.0,70.0,2.0,92.0,2,100,5,1,0.5,31-40,1,0.13071895424836602,0.5,10,9,2024,15.042857142857143,0
6193,177,2024-09-10,1,20,2,1,2,0,25.9,2,1,300.0,82.0,0.0,86.0,4,77,0,0,0.5,0-20,1,0.07722007722007722,0.5,10,9,2024,22.942857142857147,0
6462,184,2024-09-10,0,55,1,1,2,0,25.2,2,1,300.0,75.0,1.0,95.0,3,65,1,1,0.5,51-60,1,0.07936507936507936,0.5,10,9,2024,19.985714285714288,0
6463,184,2024-09-10,1,55,1,1,2,0,7.5,1,0,0.0,62.0,1.0,89.0,3,94,1,0,0.0,51-60,1,0.13333333333333333,0.0,10,9,2024,17.428571428571427,0
1676,51,2024-09-10,0,25,0,2,0,0,12.2,2,1,300.0,21.0,0.0,33.0,5,87,4,1,0.5,21-30,1,0.1639344262295082,0.5,10,9,2024,16.742857142857144,0
11846,349,2024-09-10,0,30,2,0,0,0,15.5,1,0,0.0,44.0,2.0,27.0,5,87,2,1,0.0,21-30,1,0.06451612903225806,0.0,10,9,2024,13.257142857142856,0
6838,197,2024-09-10,2,25,0,0,1,0,5.5,3,2,128.0,35.0,2.0,24.0,4,64,3,0,0.6666666666666666,21-30,1,0.5454545454545454,0.6666666666666666,10,9,2024,20.37142857142857,0
10322,302,2024-09-10,0,25,1,0,2,0,9.5,1,1,300.0,81.0,1.0,58.0,4,51,3,1,1.0,21-30,1,0.10526315789473684,1.0,10,9,2024,16.785714285714285,1
10323,302,2024-09-10,1,25,1,0,2,0,17.6,5,2,224.0,70.0,2.0,21.0,2,69,4,1,0.4,21-30,1,0.28409090909090906,0.4,10,9,2024,16.4,0
9504,278,2024-09-10,1,50,1,1,2,0,10.6,3,1,221.0,55.0,0.0,43.0,4,65,2,0,0.3333333333333333,41-50,1,0.2830188679245283,0.3333333333333333,10,9,2024,7.8999999999999995,0
7741,223,2024-09-10,0,40,2,0,0,0,18.7,6,3,232.0,40.0,1.0,32.0,3,85,4,1,0.5,31-40,1,0.32085561497326204,0.5,10,9,2024,25.32857142857143,0
3271,94,2024-09-10,2,25,0,0,0,0,18.6,3,2,300.0,45.0,1.0,42.0,4,49,0,1,0.6666666666666666,21-30,1,0.16129032258064516,0.6666666666666666,10,9,2024,15.142857142857144,0
3270,94,2024-09-10,1,25,0,0,0,0,16.3,5,2,179.0,59.0,1.0,43.0,3,67,0,0,0.4,21-30,1,0.3067484662576687,0.4,10,9,2024,16.75714285714286,0
7742,223,2024-09-10,1,40,2,0,0,0,19.7,4,2,284.0,41.0,0.0,27.0,4,65,2,0,0.5,31-40,1,0.20304568527918782,0.5,10,9,2024,24.342857142857145,0
3269,94,2024-09-10,0,25,0,0,0,0,20.4,6,4,267.0,70.0,2.0,31.0,4,61,2,1,0.6666666666666666,21-30,1,0.29411764705882354,0.6666666666666666,10,9,2024,17.985714285714288,0
7743,223,2024-09-10,2,40,2,0,0,0,14.2,3,1,288.0,75.0,1.0,50.0,4,58,2,0,0.3333333333333333,31-40,1,0.21126760563380284,0.3333333333333333,10,9,2024,22.157142857142855,0
6683,192,2024-09-10,2,55,1,0,1,0,7.6,3,0,0.0,19.0,0.0,66.0,4,77,1,0,0.0,51-60,1,0.39473684210526316,0.0,10,9,2024,19.957142857142856,0
7669,221,2024-09-10,1,60,0,0,0,0,17.1,5,1,239.0,29.0,0.0,25.0,5,53,3,1,0.2,51-60,1,0.29239766081871343,0.2,10,9,2024,20.657142857142862,0
